Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,AL,Alabama,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke some days,Overall,Overall,442,6.4,5.5,7.2,2,,,,,,,,,,,,,
2014,AL,Alabama,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Former smoker,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,AL,Alabama,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Never smoked,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,Yes,Overall,Overall,182,3.3,2.6,4,527,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,2,BO1,CAT1,CVDINFR4,RESP046,(64.84507995700051
2014,AL,Alabama,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Received a mammogram within the past 2 years,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,AL,Alabama,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Did not receive a mammogram within the past 2 years,Overall,Overall,609,23,20.9,25.1,3,,,,,,,,,,,,,
2014,AL,Alabama,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,AL,Alabama,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,871,24.9,23,26.8,3,,,,,,,,,,,,,
2014,AL,Alabama,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,AL,Alabama,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,AL,Alabama,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,AL,Alabama,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),No,Overall,Overall,715,21.7,19.7,23.8,3,,,,,,,,,,,,,
2014,AL,Alabama,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,AL,Alabama,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,Overall,Overall,370,16.8,14.7,18.9,3,,,,,,,,,,,,,
2014,AK,Alaska,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,No,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Alcohol Consumption,Binge Drinking,Binge drinkers (males having five or more drinks on one occasion,,,,,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Alcohol Consumption,Binge Drinking,Binge drinkers (males having five or more drinks on one occasion,,,,,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Alcohol Consumption,Heavy Drinking,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,350,8.8,7.6,10,2,,,,,,,,,,,,,
2014,AK,Alaska,Alcohol Consumption,Heavy Drinking,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),No,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),No,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a stroke?,Yes,Overall,Overall,142,2.4,1.8,3,617,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,2,BO1,CAT1,CVDSTRK3,RESP046,(64.84507995700051
2014,AK,Alaska,Chronic Health Indicators,Asthma,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,367,8.1,7,9.3,708,%,Crude Prevalence,,,BRFSS,CLASS03,Topic06,2,BO1,CAT1,_CASTHM1,RESP046,(64.84507995700051
2014,AK,Alaska,Chronic Health Indicators,Asthma,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),No,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,549,12.4,11.1,13.8,662,%,Crude Prevalence,,,BRFSS,CLASS03,Topic06,2,BO1,CAT1,_LTASTH1,RESP046,(64.84507995700051
2014,AK,Alaska,Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),No,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,Yes,Overall,Overall,156,2.4,1.9,2.9,573,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,2,BO1,CAT1,CVDCRHD4,RESP046,(64.84507995700051
2014,AK,Alaska,Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,No,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Chronic Health Indicators,COPD,Ever told you have COPD?,Yes,Overall,Overall,258,4.4,3.6,5.2,843,%,Crude Prevalence,,,BRFSS,CLASS03,Topic14,2,BO1,CAT1,CHCCOPD1,RESP046,(64.84507995700051
2014,AK,Alaska,Chronic Health Indicators,COPD,Ever told you have COPD?,No,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,717,15.6,14,17.1,935,%,Crude Prevalence,,,BRFSS,CLASS03,Topic17,2,BO1,CAT1,ADDEPEV2,RESP046,(64.84507995700051
2014,AK,Alaska,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,No,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,403,7.4,6.4,8.4,1,,,,,,,,,,,,,
2014,AK,Alaska,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,,,,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,No,,,,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,Overall,Overall,117,2.1,1.5,2.8,981,%,Crude Prevalence,,,BRFSS,CLASS03,Topic35,2,BO1,CAT1,CHCKIDNY,RESP046,(64.84507995700051
2014,AK,Alaska,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,No,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Chronic Health Indicators,Other Cancer,Ever told you had any other types of cancer?,Yes,Overall,Overall,360,5.3,4.6,6,798,%,Crude Prevalence,,,BRFSS,CLASS03,Topic40,2,BO1,CAT1,CHCOCNCR,RESP046,(64.84507995700051
2014,AK,Alaska,Chronic Health Indicators,Other Cancer,Ever told you had any other types of cancer?,No,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,Yes,Overall,Overall,219,3.2,2.7,3.8,754,%,Crude Prevalence,,,BRFSS,CLASS03,Topic53,2,BO1,CAT1,CHCSCNCR,RESP046,(64.84507995700051
2014,AK,Alaska,Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,No,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,190,7.8,6.4,9.2,3,,,,,,,,,,,,,
2014,AK,Alaska,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Had a blood stool test in the past year,Overall,Overall,89,4.6,3.4,5.8,3,,,,,,,,,,,,,
2014,AK,Alaska,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Have not had a blood stool test in the past year,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),No,Overall,Overall,793,35.7,33,38.5,3,,,,,,,,,,,,,
2014,AK,Alaska,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Met USPSTF recommendations for testing,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Did not meet USPSTF recommendations for testing,Overall,Overall,782,40,37,43,3,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Age,What is your age?,18-24 years,Overall,Overall,245,14.1,12.3,15.9,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Age,What is your age?,25-34 years,Overall,Overall,557,20,18.2,21.7,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Age,What is your age?,35-44 years,Overall,Overall,643,16.8,15.2,18.5,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Age,What is your age?,45-54 years,Overall,Overall,886,18.2,16.8,19.7,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Age,What is your age?,55-64 years,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Age,What is your age?,65+ years,Overall,Overall,988,13.3,12.2,14.3,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Disability status,Are you blind or do you have serious difficulty seeing,,,,,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Disability status,Are you blind or do you have serious difficulty seeing,,,,,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Disability status,Do you have serious difficulty concentrating,,,,,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Disability status,Do you have serious difficulty concentrating,,,,,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Disability status,Do you have difficulty doing errands alone?,Yes,Overall,Overall,224,4.6,3.7,5.6,2,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Disability status,Do you have difficulty doing errands alone?,No,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Disability status,Do you have difficulty dressing or bathing?,Yes,Overall,Overall,151,2.8,2.2,3.5,2,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Disability status,Do you have difficulty dressing or bathing?,No,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,Yes,Overall,Overall,508,9.1,8,10.2,2,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,No,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Disability status,Adults who are limited in any activities because of physical,,,,,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Disability status,Adults who are limited in any activities because of physical,,,,,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,Yes,Overall,Overall,391,6.8,5.9,7.7,2,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,No,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,268,6,5.1,7,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,424,8.8,7.7,9.9,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Education,What is the highest grade or year of school you completed?,Less than H.S.,Overall,Overall,232,9.7,8.1,11.2,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Education,What is the highest grade or year of school you completed?,H.S. or G.E.D.,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Education,What is the highest grade or year of school you completed?,Some post-H.S.,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Education,What is the highest grade or year of school you completed?,College+,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,129,4.1,3.2,4.9,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,101,2.7,2,3.3,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Employment,What is your employment status?,Student,Overall,Overall,86,4.6,3.4,5.8,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,968,14.1,12.9,15.2,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,207,4.4,3.5,5.2,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Income,What is your annual household income?,Less than $15,,,,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Income,What is your annual household income?,$15 ,,,,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Income,What is your annual household income?,$25 ,,,,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Income,What is your annual household income?,$35 ,,,,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Income,What is your annual household income?,$50 ,,,,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Internet,Have you used the internet in the past 30 days?,Yes,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Internet,Have you used the internet in the past 30 days?,No,Overall,Overall,531,10.1,8.9,11.2,2,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Marital Status,What is your marital status?,Married,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Marital Status,What is your marital status?,Divorced,Overall,Overall,634,12.3,11,13.6,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Marital Status,What is your marital status?,Widowed,Overall,Overall,352,4.4,3.8,5.1,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Marital Status,What is your marital status?,Separated,Overall,Overall,94,2.7,2,3.4,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Marital Status,What is your marital status?,Never married,Overall,Overall,657,24.1,22.1,26.2,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Marital Status,What is your marital status?,Partnered,Overall,Overall,163,4.7,3.8,5.7,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,Overall,Overall,60,1.6,1.1,2.1,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Four children,Overall,Overall,108,3,2.3,3.7,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,Overall,Overall,248,6.7,5.7,7.8,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Two children,Overall,Overall,498,13.4,11.9,14.9,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),One child,Overall,Overall,555,16.3,14.7,18,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),None,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Race,What is your race/ethnicity?,White,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Race,What is your race/ethnicity?,MultiRacial,Overall,Overall,166,4.9,3.9,5.9,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Race,What is your race/ethnicity?,Other,Overall,Overall,624,19.3,17.5,21.2,1,,,,,,,,,,,,,
2014,AK,Alaska,Demographics,Race,What is your race/ethnicity?,Hispanic,Overall,Overall,136,6,4.8,7.2,1,,,,,,,,,,,,,
